userName;score;at;content;label
RycooAdtyaa;5;06/07/2023 15.33;Mayannnnn;positif
Aldy Andrat;5;06/07/2023 15.31;Tolong sediakan fitur dm, save image, indikator follow you dan hal lainnya;positif
Cerita Kita;1;06/07/2023 15.31;Tampilan eror, menumpuk saat di scroll.. jadi tidak bisa melihat apapun yg ada ditampilan..;negatif
Suhar;5;06/07/2023 15.31;Good app;positif
Malay Account;1;06/07/2023 15.30;There some bug in my device, if only i can share the picture in playsotre;negatif
Narumi;3;06/07/2023 15.29;Secara menyeluruh memang sudah bagus, yah namanya juga aplikasi baru rilis, jadi banyak yang harus dikembangkan.;netral
D;1;06/07/2023 15.29;Bug;negatif
Michael Hsg;5;06/07/2023 15.27;Belum coba.. tapi pastinya oke;positif
Yuni Astuti;5;06/07/2023 15.27;Bismillah semoga keren terus;positif
Danis Pwt;4;06/07/2023 15.27;Sejauh ini si oke ... Tapii pengennn centang biruu wkwk chuakkssssssss;positif
Dudi Herdiana;3;06/07/2023 15.24;Di Android 9 banyak masih banyak bug;netral
Azhar MZ;5;06/07/2023 15.21;let me be the first to give a review from Indonesia. Baru coba-coba sih. blm tahu jika ada yang spesial.;positif
andri yuzal;5;06/07/2023 15.20;Good apk👍;positif
InMyDream;2;06/07/2023 15.19;Masih tahap beta harap diperbaiki bug yang ada;negatif
Ahmad Kazwini;1;06/07/2023 15.19;Ngebug;negatif
Eri Sukmawan;5;06/07/2023 15.18;Bang Zuckerberg alangkah lebih bagus lagi di fitur search munculin tranding topics mirip pesaing lu (twtr), kek cringe banget cuman nampilin profil² verified gak guna;positif
Rafly Maulana;3;06/07/2023 15.18;Masih perlu dikembangkan lagi;netral
Mamat Munandar (matmund);5;06/07/2023 15.17;Gagah pisan aslina, kalau posting link bisa via sini;positif
Pengintai Rasa;5;06/07/2023 15.17;Untuk saat ini masih bagus sekali, kalau bisa perlu ditingkatkan lagi👏🏼👏🏼👏🏼;positif
Khoirur rosyid;5;06/07/2023 15.15;Ga tau belom nyoba;positif
Nasywa Wahiddianisa Zahra Andika;4;06/07/2023 15.14;sama ajasi kaya twitter;positif
Anindita Aulia Zahra;3;06/07/2023 15.14;lumayan lah ya bisa bikin thread sampe 54 part cocok untuk para author au, tapi sayang blm bisa switch account, sama bookmark jg blm ada, dan yg lebih di sayangkan lagi akunnya gabisa di hapus, kalo akun threads dihapus akun ig jg ikut ke hapus;netral
dira Thamrin;5;06/07/2023 15.13;Great;positif
Sulthan Arieq;5;06/07/2023 15.12;Bagus;positif
Syarif Hidayatullah;5;06/07/2023 15.11;Mutualan wey @syarifudh;positif
Billu Culture;5;06/07/2023 15.11;Ngeri bang Tegar;positif
La Ence;5;06/07/2023 15.10;Yg baru dari IG nih. 😊;positif
Da Lang;4;06/07/2023 15.10;pekh mau nyoba aplikasi;positif
Amirah Hasna;2;06/07/2023 15.10;Rapihkan notifnya, beri fitur mana yang sudah follback mana yang belum, masih terdapat beberapa bug seperti tidak bisa update jumlah followers di profil (followers bertambah tapi keliatannya masih stuck disitu) & tidak bisa lihat followers / following orang lain;negatif
Haikal Alpasha;3;06/07/2023 15.09;Bintang 3 dlu klo zuck menang lawan elon baru bintang 5;netral
Agus;3;06/07/2023 15.09;Followers are unreadable on profile, lost my badge on instagram;netral
Warga Sipil;5;06/07/2023 15.07;lebih baik threads daripada Twitter 🤣;positif
Ygy 17;5;06/07/2023 15.07;Seruuu;positif
Kevin Yoga;5;06/07/2023 15.07;Ok;positif
_YXSA_;5;06/07/2023 15.07;Penggaanti twitter;positif
Aldi Marhta Dinata;5;06/07/2023 15.06;Mayan;positif
Najwa Nabilla;5;06/07/2023 15.06;Bagus;positif
Izu Yamie;4;06/07/2023 15.05;Tambahkan banyak fitur seperti save pict dll;positif
Noviaa Nur Yulianda;4;06/07/2023 15.04;bagus nambah temen;positif
Dine Jamru;5;06/07/2023 15.03;Bagus;positif
Sell Game;5;06/07/2023 15.02;Nice apk;positif
fake account;5;06/07/2023 15.01;❤️;positif
Ardera Jovisa (Jovi);5;06/07/2023 15.01;Nice appss;positif
Nuurun Wirananta;5;06/07/2023 15.00;Mantap makin keren;positif
Kohler;5;06/07/2023 15.00;apa ini apa itu;positif
Abdurrahman;4;06/07/2023 15.00;Bagus, terus tingkatkan;positif
AQSHA AQSHA;3;06/07/2023 15.00;ok laa;netral
Ayla azzura;5;06/07/2023 15.00;tambahin fitur dm pls;positif
Aditya cahya Permana;4;06/07/2023 14.59;please, also add translation on app;positif
Andea Julvan;5;06/07/2023 14.58;Overall dh bagus , mungkin klo ditambahin fitur translate lebih bagus;positif
panca akbar rahmansyah;1;06/07/2023 14.57;very incompatible in Nokia 5 android 9 device please fix it;negatif
Naufal Fikri;5;06/07/2023 14.56;Saya sebagai warga Fb sangat mendukung inovasi ini;positif
Osamu Dazaiサイコパス;5;06/07/2023 14.55;good;positif
Alief alwan;3;06/07/2023 14.55;bagaimana cara mengembalikan akun threads yang di nonaktifkan sementara dan memunculkan kembali tag thread di profile ig ?;netral
M. IQBAL MAULANA;1;06/07/2023 14.55;Kasih bintang 1 ahhh 😅😅;negatif
Rizki Agung Sentosa;5;06/07/2023 14.54;bagus dh gitu aja;positif
Fitri Rahayu;5;06/07/2023 14.54;Bagus banget aplikasinya simple tapi mungkin next diperbaiki bugnya dan perbanyak fitur-fitur yang memudahkan pengguna 🙏;positif
Monyet Lepas;5;06/07/2023 14.53;Keren;positif
MUHAMMAD FAJAR FAR;5;06/07/2023 14.52;kerenn seruu jugaaaa!;positif
Goods Hpvc 09;5;06/07/2023 14.52;Apakah bisa menyaingi burung biru?;positif
Desta Ramadhan;5;06/07/2023 14.52;Nice app,, please add Direct massage, or add a feature so we can see people we haven't followed in the followers list 😄😁 hopefully there will be more features in the future ⭐⭐⭐⭐⭐;positif
Angga;5;06/07/2023 14.51;Madep lah su pokok na mah;positif
AL- Rizqi;5;06/07/2023 14.50;Nice apps :);positif
Aji Kusuma putra;2;06/07/2023 14.50;aplikasi nya eror;negatif
Ice Orange_0;4;06/07/2023 14.50;Tolong perbanyak fitur,,;positif
Joyicha;1;06/07/2023 14.50;gbs diinstsl coek;negatif
Muhammad Rama;1;06/07/2023 14.48;Aplikasi nya ngecras;negatif
Bonardo billfigo;5;06/07/2023 14.48;Gara-gara oshi ku main ini, aku kasih bintang 5 deh biar oshi ku senang;positif
faris jundi;3;06/07/2023 14.47;The app is glitching;netral
Husen 99;4;06/07/2023 14.47;Belum bisa liat kutipan thread, jadi bintang 4 dulu deh. Semoga nanti diupdate ditambahin ya biar bisa lihat kutipan threadnya.;positif
Ahasu A;4;06/07/2023 14.47;Please change the timeline algorithm. I don't wanna see the artist or selebgram, I really don't care. I just wanna see my friends. And post that related to my reference.;positif
TwentyØne CøPiløts;5;06/07/2023 14.47;Add Fyp and Following page;positif
gilang;4;06/07/2023 14.47;over all bagus, berasa nostalgia pake app sebelah. saran untuk mimin : 1. tambahkan fitur #hashtag 2. tambahkan fitur translate 3. tambahkan fitur save photo pada device android 4. jangan dikit2 kasih warning ke konten yang sebenernya fine fine aja. sisanya udah oke semua. tetep konsisten ya, jangan sampe appnya jadi banyak iklan. thanks!;positif
Wanggel 666;4;06/07/2023 14.47;Kekurangannya gak ada mode gelap;positif
Tyas Cipluk;1;06/07/2023 14.46;Why every time I will post a photo or picture, always log out automatically?;negatif
Rahmad;5;06/07/2023 14.46;Viva RRQ;positif
Risky Amanda Putra;3;06/07/2023 14.46;bag nya mengganggu bng mohon segera di perbaiki;netral
Fshallq;5;06/07/2023 14.45;Hopefully there will be a download feature in every post, to make it more practical. The rest of the application is quite fun;positif
Sakuya Reynolds;4;06/07/2023 14.45;Post foto tapi malah force close;positif
Fateh Tropis;3;06/07/2023 14.43;Oke.. udah cukup bagus lah.;netral
Naufal Trapusa;5;06/07/2023 14.42;Cukup ok;positif
Gerenn;3;06/07/2023 14.42;fix bugs;netral
Sunaerdi Sunaerdi;5;06/07/2023 14.42;Baik!;positif
Arif Abdrhmn;4;06/07/2023 14.41;Ini kenapa aplikasinya??;positif
harnadi ganteng;5;06/07/2023 14.41;Baru Pake langsung Ratusan yg follow wah keren;positif
A SUHAIDI;5;06/07/2023 14.41;Keren sih;positif
Ans Hakim;1;06/07/2023 14.40;banyak banget bug nya kocak;negatif
Naca “Caaa”;5;06/07/2023 14.39;keren;positif
Lia Sulistiawati;3;06/07/2023 14.38;kenapa threads saya eror yah gambarnya ngacak tulisannya eror;netral
firda yusli;4;06/07/2023 14.38;Asiklah mainan baru;positif
Marhamatul Aini;5;06/07/2023 14.38;"kalau bisa sih ada bagian mengikuti di menu beranda nya kyk di Tw***er, soalnya saya cuma mau liat postingan org"" yg saya follow🙏🏻";positif
AKUN GAME;5;06/07/2023 14.38;Yaudah sir gua pertama kalau gitu;positif
RIDHO*RZP*09;5;06/07/2023 14.36;Lumayan;positif
Pazzo Line;5;06/07/2023 14.36;Dunia MedSos makin berwana;positif
10 Bimotri Smk;5;06/07/2023 14.34;"Aplikasi nya keren!! Tapi tolong pakde zuck Tambahin fitur dm sama biar bisa liat yg trending"" kayak Twitter";positif
Piw Gz;1;06/07/2023 14.34;Hal remdom;negatif
Adoelt Beby;5;06/07/2023 14.30;First;positif
Muhamad Mukromin;5;06/07/2023 14.26;Mantep. Kedepannya semoga lebih banyak fitur yg dikembangkan. Sukses selalu instagram dan threads. 🥰;positif
Rahmat Vian;4;06/07/2023 14.23;Masih nge bug;positif
Subhan Hasan;1;06/07/2023 14.23;Banyak bug;negatif
Daniel Levy;3;06/07/2023 14.23;L Apps + TWITRR COPY;netral
Mak Ratna;4;06/07/2023 14.23;Mari kita mencoba apk baru om mark,😊;positif
awiresurre;1;06/07/2023 14.22;Cuma ikut ikutan aja;negatif
Randi Pratama;4;06/07/2023 14.22;Threads bagus bangetlah, selama ini saya gak ketemu konten NSFW apapun, namun size apk threads cukup berat dan buffering kontennya lama bgt, beda kyk Instagram, padahal ui nya lebih simple dari FB dan IG, sarannya cuma size dan audio meetingnya aja, mudah2an bisa membantu developer😊;positif
Pandu Hizkia;5;06/07/2023 14.21;BYE ELON!;positif
Nabila Liyana;3;06/07/2023 14.20;helis ini bagaimna, kok threads ak ngelag bgt kalo d scroll kayak ngecrash gitu mohon sarannya🙏🏻🙏🏻🙏🏻;netral
Rudy Gunawan;5;06/07/2023 14.19;Baru coba;positif
zeee_;5;06/07/2023 14.18;Kalau aku sih yes ...06-07-2023;positif
Muhammad Azkiannur;5;06/07/2023 14.18;Bagus, dah gitu aja;positif
Rays Official;3;06/07/2023 14.17;Masih ada bug, load nya lama;netral
aldrian bara;5;06/07/2023 14.16;bagus, enak, gw kalo post foto keluar sendiri kocak;positif
Rona Adilah;5;06/07/2023 14.16;Aku suka;positif
cmpnyt;5;06/07/2023 14.15;This application is very good, cool I think it is better than Twitter if there is no porn account here, please dont let porn account let in.respon the report;positif
Renzz SR;5;06/07/2023 14.15;Rating pertama dari seluruh Indonesia 👉😂;positif
Orang Dalam;4;06/07/2023 14.14;"good enough for the start. but it'll be better if you can add ""LIST"" like twitter has.";positif
Genis Liloningtyas Winardi;3;06/07/2023 14.14;Ngebug sih;netral
Lusy Ari Rmwt;5;06/07/2023 14.14;Bisa tambahin fitur terjemahan .;positif
Muhammad Dwi Rizki;5;06/07/2023 14.14;Awesome;positif
Darma Femboy;5;06/07/2023 14.13;Aplikasi nya bagus bang;positif
Yoramyhel Manuleus;5;06/07/2023 14.13;Bagus;positif
Muhammad Ali Usman;2;06/07/2023 14.12;Masih banyak bug. Salah satunya tidak bisa scroll di halaman aktivitas;negatif
L U S I V E R .B;3;06/07/2023 14.12;Mau ngasih ulasan pertama:v;netral
Wolf Gaming Banggai;3;06/07/2023 14.12;aplikasinya udah bagus tapi setiap kirim gambar selalu keluar sendiri mohon perbaikannya🙏;netral
Pasha Sasaa;5;06/07/2023 14.11;seru bgt dik;positif
florensia virnita;5;06/07/2023 14.11;bagussss;positif
Muh Naja;1;06/07/2023 14.11;blm coba, ini aku lgi download ulang soalnya gbs login anj;negatif
Rafli Alvian;3;06/07/2023 14.10;Knp di saya error kayak pas scroll ngeblink² berbayang;netral
ROBBI ABIM DARMADI;5;06/07/2023 14.10;Keren wkwkwk mampir review nya di YouTube Ryuu Koswara;positif
Hangga Nurcahyo;5;06/07/2023 14.09;Baru coba;positif
Mardhatillah Nash;4;06/07/2023 14.09;Aplikasi nya bagus banget menurut saya tapi kenapa ya pas sudah didownload di hp android penampakan berandanya kayak macet-macet gitu 🥲;positif
Bias Diani Riansyah;1;06/07/2023 14.07;bagus mah bagus, tapi akun w keapus permanen, dasar double fakk;negatif
محمد هيكل;5;06/07/2023 14.07;Goks;positif
sulthani caniago;5;06/07/2023 14.07;Great! If I may suggest, it would be great to have a feature to crop the image. It would make it even more awesome.;positif
Nistria Ndii;5;06/07/2023 14.06;Seru juga;positif
Diky Wahyudi;1;06/07/2023 14.06;Masih ada sedikit bug.;negatif
Abil;1;06/07/2023 14.05;Saya kecewa sama aplikasi ini baru download udah eror. Tolong segera di proses dengan cepat;negatif
fachry;5;06/07/2023 14.04;Boleh la;positif
GEOBARTS SAK;5;06/07/2023 14.03;Malah kayak twiter,tapi ku kasih rate 5 aja;positif
Racel seluler;5;06/07/2023 14.02;Threeads Keren banget lawan tandingnya Twitter;positif
Octa Cahya;1;06/07/2023 14.02;Ngbug parah;negatif
Catur Okta R;1;06/07/2023 14.01;Aplikasi error di scroll masih ada bug;negatif
Devanza Habil;4;06/07/2023 14.01;netizen indo disinijj;positif
suroto ichang;3;06/07/2023 14.00;Baru download hari ini. Belum tahu bagus tidaknya. Saya coba dulu ya. Kalo bagus ya auto bintang 5.;netral
Farcholizm;2;06/07/2023 14.00;Bug tulisannya shadow;negatif
Muhammad Risky;5;06/07/2023 13.59;Keren aja;positif
Renggo Saputra;1;06/07/2023 13.59;Saya masih ada bug di aplikasinyaaaaa tampilan pecah hahaha;negatif
Bipang Ambawang;5;06/07/2023 13.59;Keren 😎;positif
moch Iqbal alfarizy;3;06/07/2023 13.58;Bismillah barokah;netral
Daffa ananda Wirayekti;5;06/07/2023 13.56;Keren bet banh mark;positif
RAJA SUHADANTO;1;06/07/2023 13.56;The text is scramble when i scrolled the page;negatif
21. Pasha Kurnia Ramadani;5;06/07/2023 13.56;kerennnnn begeteeee;positif
Darwin Messakh;5;06/07/2023 13.55;The app so clean and neat;positif
Vin Pindi;5;06/07/2023 13.55;Bagus sih tapi coba ada untuk nonton video pendek nya juga bagus pasti;positif
Mas Hidayatullah;1;06/07/2023 13.55;It's many of Bugs;negatif
Muhammad Firmansyah;5;06/07/2023 13.55;good;positif
Alan Seme;5;06/07/2023 13.54;A.S;positif
yunita ul jannah;3;06/07/2023 13.54;Sangattt menarikkk, hanya saja belum bisa menggunakan #hastag;netral
Il Ham;5;06/07/2023 13.54;good;positif
Rnt;3;06/07/2023 13.54;Okee apk nya udah lumayan bagus tapi mohon banget buat ditingkatkan fitur-fitur lain seperti - translate karena perlu banget buat kebutuhan ngefangirling🙏🏻 - juga tolong banget untuk memposting foto/videonya agar bisa per-folder supaya gak cape ngescroll kebawah-bawah, soalnya isi galeri saya banyak :) - selanjutnya buat android tolong segarakan bisa save foto, soalnya saya mau save memeಥ⁠‿⁠ಥ Note: mohon didengar, karena ini bakal diubah tergantung fitur apk nya;netral
Arie Dwi;5;06/07/2023 13.53;#1 Am I the first person to leave a review on this threads app??;positif
Bisri Syamsuri;5;06/07/2023 13.52;Kok ngebug min;positif
Athaya khalisa zahra;2;06/07/2023 13.52;pas mau apload gambar malah keluar sendiri dari apknya, aneh;negatif
Boy Bilkhis;4;06/07/2023 13.51;Kalo bisa tambahkan Transfer otomatis;positif
ryan bagoes;5;06/07/2023 13.50;Ini nih aplikasi yang mungkin bisa gantiin Twitter, terima kasih Meta udah membuatkan aplikasi pesaingnya, ditunggu perkembangan selanjutnya, dan juga update2 berikutnya.;positif
Bo Om;4;06/07/2023 13.50;Tolong tambahkan terjemahan di setiap postingan;positif
Alfanza Eka Wijaya;5;06/07/2023 13.50;Anjay gw jadi orang pertama kali yg ngerate aplikasi ini😁👆;positif
Natasha Nur Ananda;1;06/07/2023 13.49;di hp ku lag banget;negatif
Bp Paramount;5;06/07/2023 13.49;Keren;positif
Nursalma Navaliya;5;06/07/2023 13.49;bagus, tapi lebih baik lagi kalo fiturnya bisa gonta ganti username dan semoga aja ke depannya gak ada connecting sama Instagram biar bisa bebas mengekspresikan sesuatu;positif
Feriska Rosa;3;06/07/2023 13.49;ini gimana cara hapus akunnya;netral
Geti Angela Rosita;5;06/07/2023 13.47;"keren, cepet"" update fitur deh😍👍🏻";positif
Catur Wahyudi;3;06/07/2023 13.47;Kenapa punya saya ngebug;netral
Robsindo Carbon fiber;5;06/07/2023 13.46;Baru mau coba sepertinya asik....;positif
Ahmad Bilal;5;06/07/2023 13.46;Aplikasinya sanggat bagus saya harap ada fitur terjemahannya seperti di instagram;positif
RPBX TV;5;06/07/2023 13.46;BELUM NGERTI FUNGSINYA, OKE LAH;positif
Inyonk 2023;3;06/07/2023 13.46;Bagus sih cuma di timeline banyak post orang lain yang gak kita follow, jadi membuat gak nyaman. Perbaiki lagi dongs timeline nya;netral
KOCHENG;5;06/07/2023 13.45;Iya;positif
M. Nafis Al-Mukhdi;4;06/07/2023 13.44;Requests: 1. Pin thread 2. Bookmark thread 3. Hashtags 4. Translate thread;positif
Martin Heyoo;5;06/07/2023 13.44;Menjadi pesaing yang sepadan untuk apk biru;positif
M Reyhan;4;06/07/2023 13.43;udah lumayan sih tapi tolong pisahin yg diikuti sama yg publik;positif
Nayra Destriany;5;06/07/2023 13.42;Keren;positif
EYZOOO;1;06/07/2023 13.41;pas mau posting sesuatu selalu saja keluar tiba-tiba;negatif
Muhammad Husni Mubarok;5;06/07/2023 13.40;Permulaan bagus ada saingan aplikasi burung. Namun masih ada beberapa bug seperti mau nulis sesuatu terkadang keyboard seperti error, tulisan kehapus sendiri, padahal normal, lalu orang2 yang mengikuti terkadang ilang pas di refresh muncul kembali, fitur hastag atau tagarnya tidak bisa di klik, mungkin gaada fitur itu, sarannya adain biar mempermudah akses yg lagi trend sepeti di aplikasi burung. Tks.;positif
Muh Irfanul Khoir;5;06/07/2023 13.39;Good;positif
The King;4;06/07/2023 13.35;Ok;positif
Favian Nayottama W.;5;06/07/2023 13.34;ig kah ini?;positif
Ryuzen;3;06/07/2023 13.34;Overall udh bagus. Tapi untuk sementara karena masih banyak bug aku kasih 3 bintang dulu. Ya wajar juga sih karena app baru;netral
SAHABAT SEVENTEEN;5;06/07/2023 13.33;good;positif
Dudul Dé Léonardo.;5;06/07/2023 13.32;ngikut trend aja hehehe,;positif
FAREL. IQBAL;5;06/07/2023 13.32;bagus sih;positif
Adryan Athaillah andruby;5;06/07/2023 13.31;Masih bingung apknya;positif
Satria Agung;4;06/07/2023 13.31;Sejauh ini lebih mantap daripada twiter isinya;positif
Ataris Alam;5;06/07/2023 13.30;Bolehh;positif
Jefri Falah;5;06/07/2023 13.29;Bagus 👍👍👍;positif
Rizky Trihasmoro;1;06/07/2023 13.29;Saya mengalami Bug atau cuma di hp saya,ketika di buka app seperti langsung banyak halaman dan bertumpuk, saya tidak tahu ini kenapa,apa ada email yang bisa di kirim untuk konfirmasi bug;negatif
RYAN STAR;5;06/07/2023 13.29;bagus dan juga simpel 👍;positif
Bobby Ammar;5;06/07/2023 13.29;Mantap;positif
Ardi Febyan;1;06/07/2023 13.29;Enggak bisa di donlowoad;negatif
Bima Setiawan24;1;06/07/2023 13.28;bug;negatif
Ananta Dafa Isna Saputra;2;06/07/2023 13.27;It's not work properly on my device.;negatif
Jihanadella;4;06/07/2023 13.26;kenapa ngga bisa digabung jadi satu apk aja? biar ngga menuhin memori;positif
Muhammad Seno Aji Pratama;5;06/07/2023 13.26;Simpel dan rapi 👍🏼👍🏼;positif
Rifki Apriansyah;5;06/07/2023 13.25;Makk udahh donwload duluan hahahhahah, gassin mau liattt di ring hheheh;positif
Muhammad Ghazie Harja Ardhana;5;06/07/2023 13.25;Ywdah Sih 😂;positif
Fadillaha Mamakn76;5;06/07/2023 13.24;Hey iya sipp;positif
Dina Iriyanda;5;06/07/2023 13.24;Tolong dong kalau semisal kita mau hapus akun threads nya, akun instagram nya jangan ikut ilangg jugaa, plissss yaaakkk mohon banget ini maahh;positif
Deadi Music;5;06/07/2023 13.23;Mantap;positif
Mutiara Zauja Ramadhani;5;06/07/2023 13.23;keren😘👍;positif
Yunike Z.;5;06/07/2023 13.23;hampir mirip sama si biru;positif
Nishimiya Babi;5;06/07/2023 13.23;Buat semua bagus, design sama menu nya cukup, cuman yang kurang nya masih banyak, terutama ini, harus ada topik yang bisa user ikuti biar feed gak terlalu berantakan, sama feed harus nya dipisah jadi dua 1 buat publik (dari topik yang diikuti) sama 1 lagi buat follower ato postingan khusus followers;positif
